Seq,LV,Word,Britanico
2302,B1,latest,ˈleɪtɪst
2303,B1,leading,ˈliːdɪŋ
2304,B1,legal,ˈliːgəl
2305,B1,located,ləʊˈkeɪtɪd
2306,B1,lonely,ˈləʊnli
2307,B1,mad,mæd
2308,B1,medium,ˈmiːdiəm
2309,B1,mental,ˈmɛntl
2310,B1,mild,maɪld
2311,B1,northern,ˈnɔːðən
2312,B1,nuclear,ˈnjuːklɪə
2313,B1,obvious,ˈɒbvɪəs
2314,B1,odd,ɒd
2315,B1,official,əˈfɪʃəl
2316,B1,old-fashioned,əʊld-ˈfæʃənd
2317,B1,organized,ˈɔːgənaɪzd
2318,B1,outdoor,ˈaʊtdɔː
2319,B1,painful,ˈpeɪnfʊl
2320,B1,pale,peɪl
2321,B1,peaceful,ˈpiːsfʊl
2322,B1,pleasant,ˈplɛznt
2323,B1,poisonous,ˈpɔɪznəs
2324,B1,political,pəˈlɪtɪkəl
2325,B1,powerful,ˈpaʊəfʊl
2326,B1,practical,ˈpræktɪkəl
2327,B1,prepared,prɪˈpeəd
2328,B1,previous,ˈpriːviəs
2329,B1,primary,ˈpraɪməri
2330,B1,private,ˈpraɪvɪt
2331,B1,proper,ˈprɒpə
2332,B1,proud,praʊd
2333,B1,qualified,ˈkwɒlɪfaɪd
2334,B1,rare,reə
2335,B1,related,rɪˈleɪtɪd
2336,B1,relaxed,rɪˈlækst
2337,B1,relaxing,rɪˈlæksɪŋ
2338,B1,reliable,rɪˈlaɪəbl
2339,B1,religious,rɪˈlɪʤəs
2340,B1,remote,rɪˈməʊt
2341,B1,repeated,rɪˈpiːtɪd
2342,B1,responsible,rɪsˈpɒnsəbl
2343,B1,retired,rɪˈtaɪəd
2344,B1,romantic,rəʊˈmæntɪk
2345,B1,rough,rʌf
2346,B1,royal,ˈrɔɪəl
2347,B1,scientific,ˌsaɪənˈtɪfɪk
2348,B1,secondary,ˈsɛkəndəri
2349,B1,sensible,ˈsɛnsəbl
2350,B1,sexual,ˈsɛksjʊəl
2351,B1,sharp,ʃɑːp
2352,B1,shiny,ˈʃaɪni
2353,B1,shy,ʃaɪ
2354,B1,silent,ˈsaɪlənt
2355,B1,silly,ˈsɪli
2356,B1,smart,smɑːt
2357,B1,smooth,smuːð
2358,B1,southern,ˈsʌðən
2359,B1,spicy,ˈspaɪsi
2360,B1,spoken,ˈspəʊkən
2361,B1,sudden,ˈsʌdn
2362,B1,suitable,ˈsjuːtəbl
2363,B1,talented,ˈtæləntɪd
2364,B1,technical,ˈtɛknɪkəl
2365,B1,tight,taɪt
2366,B1,tiny,ˈtaɪni
2367,B1,ugly,ˈʌgli
2368,B1,unable,ʌnˈeɪbl
2369,B1,uncomfortable,ʌnˈkʌmfətəbl
2370,B1,unemployed,ˌʌnɪmˈplɔɪd
2371,B1,unfair,ʌnˈfeə
2372,B1,unlikely,ʌnˈlaɪkli
2373,B1,unnecessary,ʌnˈnɛsɪsəri
2374,B1,unpleasant,ʌnˈplɛznt
2375,B1,used,juːzd / juːst
2376,B1,valuable,ˈvæljʊəbl
2377,B1,various,ˈveərɪəs
2378,B1,violent,ˈvaɪələnt
2379,B1,western,ˈwɛstən
2380,B1,worth,wɜːθ
2381,B1,written,ˈrɪtn
2382,B2,abandon,əˈbændən
2383,B2,absorb,əbˈsɔːb
2384,B2,accommodate,əˈkɒmədeɪt
2385,B2,accompany,əˈkʌmpəni
2386,B2,accomplish,əˈkɒmplɪʃ
2387,B2,accuse,əˈkjuːz
2388,B2,acknowledge,əkˈnɒlɪʤ
2389,B2,acquire,əˈkwaɪə
2390,B2,activate,ˈæktɪveɪt
2391,B2,adapt,əˈdæpt
2392,B2,adjust,əˈʤʌst
2393,B2,adopt,əˈdɒpt
2394,B2,advance,ədˈvɑːns
2395,B2,aid,eɪd
2396,B2,alter,ˈɔːltə
2397,B2,anticipate,ænˈtɪsɪpeɪt
2398,B2,appeal,əˈpiːl
2399,B2,approach,əˈprəʊʧ
2400,B2,approve,əˈpruːv
2401,B2,arise,əˈraɪz
2402,B2,assess,əˈsɛs
2403,B2,assign,əˈsaɪn
2404,B2,associate,əˈsəʊʃɪɪt / əˈsəʊʃɪeɪt
2405,B2,assume,əˈsjuːm
2406,B2,assure,əˈʃʊə
2407,B2,attempt,əˈtɛmpt
2408,B2,beg,bɛg
2409,B2,bet,bɛt
2410,B2,bid,bɪd
2411,B2,blame,bleɪm
2412,B2,boost,buːst
2413,B2,broadcast,ˈbrɔːdkɑːst
2414,B2,calculate,ˈkælkjʊleɪt
2415,B2,cancel,ˈkænsəl
2416,B2,capture,ˈkæpʧə
2417,B2,cast,kɑːst
2418,B2,chase,ʧeɪs
2419,B2,cheer,ʧɪə
2420,B2,chop,ʧɒp
2421,B2,cite,saɪt
2422,B2,clarify,ˈklærɪfaɪ
2423,B2,classify,ˈklæsɪfaɪ
2424,B2,collapse,kəˈlæps
2425,B2,comfort,ˈkʌmfət
2426,B2,command,kəˈmɑːnd
2427,B2,commission,kəˈmɪʃən
2428,B2,compose,kəmˈpəʊz
2429,B2,comprise,kəmˈpraɪz
2430,B2,concern,kənˈsɜːn
2431,B2,conduct,ˈkɒndʌkt / kənˈdʌkt
2432,B2,confess,kənˈfɛs
2433,B2,conflict,ˈkɒnflɪkt / kənˈflɪkt
2434,B2,construct,kənˈstrʌkt
2435,B2,consult,kənˈsʌlt
2436,B2,contest,ˈkɒntɛst / kənˈtɛst
2437,B2,contract,ˈkɒntrækt / kənˈtrækt
2438,B2,contribute,kənˈtrɪbju(ː)t
2439,B2,convert,ˈkɒnvɜːt / kənˈvɜːt
2440,B2,convey,kənˈveɪ
2441,B2,cope,kəʊp
2442,B2,crack,kræk
2443,B2,crash,kræʃ
2444,B2,criticize,ˈkrɪtɪsaɪz
2445,B2,cure,kjʊə
2446,B2,curve,kɜːv
2447,B2,dare,deə
2448,B2,debate,dɪˈbeɪt
2449,B2,declare,dɪˈkleə
2450,B2,decline,dɪˈklaɪn
2451,B2,decrease,ˈdiːkriːs / diːˈkriːs
2452,B2,defeat,dɪˈfiːt
2453,B2,defend,dɪˈfɛnd
2454,B2,delay,dɪˈleɪ
2455,B2,delete,dɪˈliːt
2456,B2,delight,dɪˈlaɪt
2457,B2,demand,dɪˈmɑːnd
2458,B2,demonstrate,ˈdɛmənstreɪt
2459,B2,deny,dɪˈnaɪ
2460,B2,depart,dɪˈpɑːt
2461,B2,derive,dɪˈraɪv
2462,B2,deserve,dɪˈzɜːv
2463,B2,desire,dɪˈzaɪə
2464,B2,detect,dɪˈtɛkt
2465,B2,devote,dɪˈvəʊt
2466,B2,differ,ˈdɪfə
2467,B2,dig,dɪg
2468,B2,disappoint,ˌdɪsəˈpɔɪnt
2469,B2,discourage,dɪsˈkʌrɪʤ
2470,B2,dismiss,dɪsˈmɪs
2471,B2,display,dɪsˈpleɪ
2472,B2,distinguish,dɪsˈtɪŋgwɪʃ
2473,B2,distract,dɪsˈtrækt
2474,B2,distribute,dɪsˈtrɪbju(ː)t
2475,B2,disturb,dɪsˈtɜːb
2476,B2,dive,daɪv
2477,B2,divorce,dɪˈvɔːs / dɪˌvɔːˈsiː
2478,B2,dominate,ˈdɒmɪneɪt
2479,B2,draft,drɑːft
2480,B2,drag,dræg
2481,B2,dump,dʌmp
2482,B2,edit,ˈɛdɪt
2483,B2,elect,ɪˈlɛkt
2484,B2,eliminate,ɪˈlɪmɪneɪt
2485,B2,embrace,ɪmˈbreɪs
2486,B2,emerge,ɪˈmɜːʤ
2487,B2,emphasize,ˈɛmfəsaɪz
2488,B2,enable,ɪˈneɪbl
2489,B2,encounter,ɪnˈkaʊntə
2490,B2,engage,ɪnˈgeɪʤ
2491,B2,enhance,ɪnˈhɑːns
2492,B2,ensure,ɪnˈʃʊə
2493,B2,equip,ɪˈkwɪp
2494,B2,erupt,ɪˈrʌpt
2495,B2,establish,ɪsˈtæblɪʃ
2496,B2,estimate,ˈɛstɪmɪt / ˈɛstɪmeɪt
2497,B2,evaluate,ɪˈvæljʊeɪt
2498,B2,evolve,ɪˈvɒlv
2499,B2,exceed,ɪkˈsiːd
2500,B2,exclude,ɪksˈkluːd
2501,B2,excuse,ɪksˈkjuːs / ɪksˈkjuːz
2502,B2,exhibit,ɪgˈzɪbɪt
2503,B2,exploit,ˈɛksplɔɪt / ɪksˈplɔɪt
2504,B2,expose,ɪksˈpəʊz / ɛksˈpəʊzeɪ
2505,B2,extend,ɪksˈtɛnd
2506,B2,finance,faɪˈnæns
2507,B2,flash,flæʃ
2508,B2,float,fləʊt
2509,B2,forbid,fəˈbɪd
2510,B2,forecast,ˈfɔːkɑːst
2511,B2,forgive,fəˈgɪv
2512,B2,found,faʊnd
2513,B2,fulfil,fʊlˈfɪl
2514,B2,fund,fʌnd
2515,B2,gain,geɪn
2516,B2,generate,ˈʤɛnəreɪt
2517,B2,govern,ˈgʌvən
2518,B2,grab,græb
2519,B2,grant,grɑːnt
2520,B2,guarantee,ˌgærənˈtiː
2521,B2,handle,ˈhændl
2522,B2,harm,hɑːm
2523,B2,heal,hiːl
2524,B2,hesitate,ˈhɛzɪteɪt
2525,B2,honour,ˈɒnə
2526,B2,illustrate,ˈɪləstreɪt
2527,B2,implement,ˈɪmplɪmənt / ˈɪmplɪmɛnt
2528,B2,imply,ɪmˈplaɪ
2529,B2,impose,ɪmˈpəʊz
2530,B2,impress,ˈɪmprɛs / ɪmˈprɛs
2531,B2,incorporate,ɪnˈkɔːpərɪt / ɪnˈkɔːpəreɪt
2532,B2,infer,ɪnˈfɜː
2533,B2,inform,ɪnˈfɔːm
2534,B2,inherit,ɪnˈhɛrɪt
2535,B2,insert,ˈɪnsət / ɪnˈsɜːt
2536,B2,insist,ɪnˈsɪst
2537,B2,inspire,ɪnˈspaɪə
2538,B2,install,ɪnˈstɔːl
2539,B2,integrate,ˈɪntɪgreɪt
2540,B2,interact,ˌɪntərˈækt
2541,B2,interpret,ɪnˈtɜːprɪt
2542,B2,interrupt,ˌɪntəˈrʌpt
2543,B2,invade,ɪnˈveɪd
2544,B2,isolate,ˈaɪsəleɪt
2545,B2,jail,ʤeɪl
2546,B2,justify,ˈʤʌstɪfaɪ
2547,B2,launch,lɔːnʧ
2548,B2,lean,liːn
2549,B2,load,ləʊd
2550,B2,lower,ˈləʊə / ˈlaʊə
2551,B2,maintain,meɪnˈteɪn
2552,B2,manufacture,ˌmænjʊˈfækʧə
2553,B2,master,ˈmɑːstə
2554,B2,mate,meɪt
2555,B2,melt,mɛlt
2556,B2,modify,ˈmɒdɪfaɪ
2557,B2,monitor,ˈmɒnɪtə
2558,B2,motivate,ˈməʊtɪveɪt
2559,B2,mount,maʊnt
2560,B2,multiply,ˈmʌltɪplaɪ
2561,B2,negotiate,nɪˈgəʊʃɪeɪt
2562,B2,obey,əˈbeɪ
2563,B2,observe,əbˈzɜːv
2564,B2,obtain,əbˈteɪn
2565,B2,occupy,ˈɒkjʊpaɪ
2566,B2,offend,əˈfɛnd
2567,B2,operate,ˈɒpəreɪt
2568,B2,oppose,əˈpəʊz
2569,B2,outline,ˈaʊtlaɪn
2570,B2,overcome,ˌəʊvəˈkʌm
2571,B2,owe,əʊ
2572,B2,pace,peɪs / ˈpeɪsi
2573,B2,pause,pɔːz
2574,B2,perceive,pəˈsiːv
2575,B2,permit,ˈpɜːmɪt / pəˈmɪt
2576,B2,pile,paɪl
2577,B2,pose,pəʊz
2578,B2,possess,pəˈzɛs
2579,B2,praise,preɪz
2580,B2,precede,pri(ː)ˈsiːd
2581,B2,preserve,prɪˈzɜːv
2582,B2,proceed,prəˈsiːd
2583,B2,prohibit,prəˈhɪbɪt
2584,B2,prompt,prɒmpt
2585,B2,propose,prəˈpəʊz
2586,B2,purchase,ˈpɜːʧəs
2587,B2,pursue,pəˈsjuː
2588,B2,rank,ræŋk
2589,B2,rebuild,ˌriːˈbɪld
2590,B2,recall,rɪˈkɔːl
2591,B2,reckon,ˈrɛkən
2592,B2,recover,rɪˈkʌvə
2593,B2,recruit,rɪˈkruːt
2594,B2,regard,rɪˈgɑːd
2595,B2,register,ˈrɛʤɪstə
2596,B2,regret,rɪˈgrɛt
2597,B2,regulate,ˈrɛgjʊleɪt
2598,B2,reinforce,ˌriːɪnˈfɔːs
2599,B2,relieve,rɪˈliːv
2600,B2,rely,rɪˈlaɪ
2601,B2,remark,ˈrɪˈmɑːk
2602,B2,rescue,ˈrɛskjuː
2603,B2,reserve,rɪˈzɜːv
2604,B2,resign,rɪˈzaɪn
2605,B2,resist,rɪˈzɪst
2606,B2,resolve,rɪˈzɒlv
2607,B2,restore,rɪsˈtɔː
2608,B2,restrict,rɪsˈtrɪkt
2609,B2,retain,rɪˈteɪn
2610,B2,reveal,rɪˈviːl
2611,B2,reward,rɪˈwɔːd
2612,B2,rid,rɪd
2613,B2,rob,rɒb
2614,B2,rub,rʌb
2615,B2,ruin,rʊɪn
2616,B2,rush,rʌʃ
2617,B2,satisfy,ˈsætɪsfaɪ
2618,B2,scare,skeə
2619,B2,scratch,skræʧ
2620,B2,scream,skriːm
2621,B2,secure,sɪˈkjʊə
2622,B2,seek,siːk
2623,B2,select,sɪˈlɛkt
2624,B2,settle,ˈsɛtl
2625,B2,shelter,ˈʃɛltə
2626,B2,shock,ʃɒk
2627,B2,slide,slaɪd
2628,B2,slip,slɪp
2629,B2,slope,sləʊp
2630,B2,specialize,ˈspɛʃəlaɪz
2631,B2,specify,ˈspɛsɪfaɪ
2632,B2,speculate,ˈspɛkjʊleɪt
2633,B2,spill,spɪl
2634,B2,split,splɪt
2635,B2,spoil,spɔːɪl
2636,B2,sponsor,ˈspɒnsə
2637,B2,stare,steə
2638,B2,starve,stɑːv
2639,B2,stimulate,ˈstɪmjʊleɪt
2640,B2,strengthen,ˈstrɛŋθən
2641,B2,stretch,strɛʧ
2642,B2,strike,straɪk
2643,B2,struggle,ˈstrʌgl
2644,B2,submit,səbˈmɪt
2645,B2,sum,sʌm
2646,B2,surround,səˈraʊnd
2647,B2,suspect,ˈsʌspɛkt / səsˈpɛkt
2648,B2,suspend,səsˈpɛnd
2649,B2,swallow,ˈswɒləʊ
2650,B2,swear,sweə
2651,B2,sweep,swiːp
2652,B2,tackle,ˈtækl
2653,B2,tap,tæp
2654,B2,tear,teə / tɪə
2655,B2,terrify,ˈtɛrɪfaɪ
2656,B2,threaten,ˈθrɛtn
2657,B2,trace,treɪs
2658,B2,transfer,ˈtrænsfə(ː) / trænsˈfɜː
2659,B2,transform,trænsˈfɔːm
2660,B2,transmit,trænzˈmɪt
2661,B2,trap,træp
2662,B2,trigger,ˈtrɪgə
2663,B2,trust,trʌst
2664,B2,undergo,ˌʌndəˈgəʊ
2665,B2,undertake,ˌʌndəˈteɪk / ˈʌndəteɪk
2666,B2,unfold,ʌnˈfəʊld
2667,B2,unite,juːˈnaɪt
2668,B2,urge,ɜːʤ
2669,B2,vary,ˈveəri
2670,B2,wander,ˈwɒndə
2671,B2,whisper,ˈwɪspə
2672,B2,withdraw,wɪðˈdrɔː
2673,B2,witness,ˈwɪtnɪs
2674,B2,wound,wuːnd / waʊnd
2675,B2,wrap,ræp
2676,B2,whoever,hu(ː)ˈɛvə
2677,B2,whom,huːm
2678,B2,alongside,əˈlɒŋˈsaɪd
2679,B2,beside,bɪˈsaɪd
2680,B2,besides,bɪˈsaɪdz
2681,B2,beyond,bɪˈjɒnd
2682,B2,via,ˈvaɪə
2683,B2,trillion,ˈtrɪljən
2684,B2,accent,ˈæksənt / əkˈsɛnt
2685,B2,accountant,əˈkaʊntənt
2686,B2,accounting,əˈkaʊntɪŋ
2687,B2,accuracy,ˈækjʊrəsi
2688,B2,acid,ˈæsɪd
2689,B2,addiction,əˈdɪkʃ(ə)n
2690,B2,administration,ədˌmɪnɪsˈtreɪʃ(ə)n
2691,B2,affair,əˈfeə
2692,B2,agency,ˈeɪʤənsi
2693,B2,agenda,əˈʤɛndə
2694,B2,agriculture,ˈægrɪkʌlʧə
2695,B2,AIDS,eɪdz
2696,B2,aircraft,ˈeəkrɑːft
2697,B2,alien,ˈeɪliən
2698,B2,ambulance,ˈæmbjʊləns
2699,B2,analyst,ˈænəlɪst
2700,B2,ancestor,ˈænsɪstə
2701,B2,anger,ˈæŋgə
2702,B2,angle,ˈæŋgl
2703,B2,animation,ˌænɪˈmeɪʃ(ə)n
2704,B2,anniversary,ˌænɪˈvɜːsəri
2705,B2,anxiety,æŋˈzaɪəti
2706,B2,apology,əˈpɒləʤi
2707,B2,applicant,ˈæplɪkənt
2708,B2,approval,əˈpruːvəl
2709,B2,arms,ɑːmz
2710,B2,arrow,ˈærəʊ
2711,B2,artwork,ˈɑːtˌwɜːk
2712,B2,aspect,ˈæspɛkt
2713,B2,assessment,əˈsɛsmənt
2714,B2,asset,ˈæsɛt
2715,B2,assistance,əˈsɪstəns
2716,B2,association,əˌsəʊsɪˈeɪʃ(ə)n
2717,B2,assumption,əˈsʌmpʃ(ə)n
2718,B2,attachment,əˈtæʧmənt
2719,B2,auction,ˈɔːkʃ(ə)n
2720,B2,awareness,əˈweənəs
2721,B2,bacteria,bækˈtɪərɪə
2722,B2,badge,bæʤ
2723,B2,ballet,ˈbæleɪ
2724,B2,balloon,bəˈluːn
2725,B2,bargain,ˈbɑːgɪn
2726,B2,barrier,ˈbærɪə
2727,B2,basement,ˈbeɪsmənt
2728,B2,basket,ˈbɑːskɪt
2729,B2,bat,bæt
2730,B2,being,ˈbiːɪŋ
2731,B2,bias,ˈbaɪəs
2732,B2,blanket,ˈblæŋkɪt
2733,B2,bombing,ˈbɒmɪŋ
2734,B2,bond,bɒnd
2735,B2,booking,ˈbʊkɪŋ
2736,B2,breast,brɛst
2737,B2,brick,brɪk
2738,B2,broadcaster,ˈbrɔːdkɑːstə
2739,B2,budget,ˈbʌʤɪt
2740,B2,bug,bʌg
2741,B2,bullet,ˈbʊlɪt
2742,B2,bunch,bʌnʧ
2743,B2,bush,bʊʃ
2744,B2,cabin,ˈkæbɪn
2745,B2,cable,ˈkeɪbl
2746,B2,canal,kəˈnæl
2747,B2,cancer,ˈkænsə
2748,B2,candle,ˈkændl
2749,B2,capacity,kəˈpæsɪti
2750,B2,carbon,ˈkɑːbən
2751,B2,cave,keɪv
2752,B2,cell,sɛl
2753,B2,certainty,ˈsɜːtnti
2754,B2,certificate,səˈtɪfɪkɪt / səˈtɪfɪkeɪt
2755,B2,chairman,ˈʧeəmən
2756,B2,championship,ˈʧæmpiənʃɪp
2757,B2,characteristic,ˌkærɪktəˈrɪstɪk
2758,B2,cheek,ʧiːk
2759,B2,chief,ʧiːf
2760,B2,choir,ˈkwaɪə
2761,B2,circuit,ˈsɜːkɪt
2762,B2,circumstance,ˈsɜːkəmstəns
2763,B2,citizen,ˈsɪtɪzn
2764,B2,civilization,ˌsɪvɪlaɪˈzeɪʃən
2765,B2,classic,ˈklæsɪk
2766,B2,cleaning,ˈkliːnɪŋ
2767,B2,clerk,klɑːk
2768,B2,cliff,klɪf
2769,B2,clinic,ˈklɪnɪk
2770,B2,clip,klɪp
2771,B2,coincidence,kəʊˈɪnsɪdəns
2772,B2,collector,kəˈlɛktə
2773,B2,colony,ˈkɒləni
2774,B2,combination,ˌkɒmbɪˈneɪʃən
2775,B2,comic,ˈkɒmɪk
2776,B2,commander,kəˈmɑːndə
2777,B2,commitment,kəˈmɪtmənt
2778,B2,committee,kəˈmɪti / ˌkɒmɪˈtiː
2779,B2,completion,kəmˈpliːʃən
2780,B2,component,kəmˈpəʊnənt
2781,B2,composer,kəmˈpəʊzə
2782,B2,compound,ˈkɒmpaʊnd / kəmˈpaʊnd
2783,B2,concentration,ˌkɒnsənˈtreɪʃən
2784,B2,concept,ˈkɒnsɛpt
2785,B2,concrete,ˈkɒnkriːt / kənˈkriːt
2786,B2,confidence,ˈkɒnfɪdəns
2787,B2,confusion,kənˈfjuːʒən
2788,B2,conservation,ˌkɒnsə(ː)ˈveɪʃən
2789,B2,conservative,kənˈsɜːvətɪv
2790,B2,consideration,kənˌsɪdəˈreɪʃən
2791,B2,conspiracy,kənˈspɪrəsi
2792,B2,construction,kənˈstrʌkʃən
2793,B2,consultant,kənˈsʌltənt
2794,B2,consumption,kənˈsʌm(p)ʃən
2795,B2,contribution,ˌkɒntrɪˈbjuːʃən
2796,B2,controversy,ˈkɒntrəvɜːsi
2797,B2,convenience,kənˈviːniəns
2798,B2,convention,kənˈvɛnʃən
2799,B2,core,kɔː
2800,B2,corporation,ˌkɔːpəˈreɪʃən
2801,B2,corridor,ˈkɒrɪdɔː
2802,B2,council,ˈkaʊns(ə)l
2803,B2,county,ˈkaʊnti
2804,B2,courage,ˈkʌrɪʤ
2805,B2,coverage,ˈkʌvərɪʤ
2806,B2,craft,krɑːft
2807,B2,creation,kri(ː)ˈeɪʃən
2808,B2,creativity,ˌkriːeɪˈtɪvɪti
2809,B2,creature,ˈkriːʧə
2810,B2,crew,kruː
2811,B2,crisis,ˈkraɪsɪs
2812,B2,criterion,kraɪˈtɪərɪən
2813,B2,critic,ˈkrɪtɪk
2814,B2,criticism,ˈkrɪtɪsɪzm
2815,B2,crop,krɒp
2816,B2,cruise,kruːz
2817,B2,cue,kjuː
2818,B2,curriculum,kəˈrɪkjʊləm
2819,B2,dairy,ˈdeəri
2820,B2,darkness,ˈdɑːknɪs
2821,B2,database,ˈdeɪtəˌbeɪs
2822,B2,deadline,ˈdɛdlaɪn
2823,B2,dealer,ˈdiːlə
2824,B2,debt,dɛt
2825,B2,deck,dɛk
2826,B2,decoration,ˌdɛkəˈreɪʃən
2827,B2,defence,dɪˈfɛns
2828,B2,defender,dɪˈfɛndə
2829,B2,delivery,dɪˈlɪvəri
2830,B2,democracy,dɪˈmɒkrəsi
2831,B2,demonstration,ˌdɛmənsˈtreɪʃən
2832,B2,deposit,dɪˈpɒzɪt
2833,B2,depression,dɪˈprɛʃən
2834,B2,depth,dɛpθ
2835,B2,destruction,dɪsˈtrʌkʃən
2836,B2,determination,dɪˌtɜːmɪˈneɪʃən
2837,B2,disability,ˌdɪsəˈbɪlɪti
2838,B2,disagreement,ˌdɪsəˈgriːmənt
2839,B2,disappointment,ˌdɪsəˈpɔɪntmənt
2840,B2,disc,dɪsk
2841,B2,discipline,ˈdɪsɪplɪn
2842,B2,disorder,dɪsˈɔːdə
2843,B2,distribution,ˌdɪstrɪˈbjuːʃən
2844,B2,district,ˈdɪstrɪkt
2845,B2,diversity,daɪˈvɜːsɪti
2846,B2,division,dɪˈvɪʒən
2847,B2,donation,dəʊˈneɪʃən
2848,B2,dot,dɒt
2849,B2,downtown,ˈdaʊntaʊn
2850,B2,dozen,ˈdʌzn
2851,B2,drought,draʊt
2852,B2,duration,djʊəˈreɪʃən
2853,B2,economics,ˌiːkəˈnɒmɪks
2854,B2,economist,i(ː)ˈkɒnəmɪst
2855,B2,edition,ɪˈdɪʃən
2856,B2,elbow,ˈɛlbəʊ
2857,B2,electronics,ɪlɛkˈtrɒnɪks
2858,B2,emission,ɪˈmɪʃən
2859,B2,emphasis,ˈɛmfəsɪs
2860,B2,empire,ˈɛmpaɪə
2861,B2,enquiry,ɪnˈkwaɪəri
2862,B2,enthusiasm,ɪnˈθjuːzɪæzm
2863,B2,entrepreneur,ˌɒntrəprəˈnɜː
2864,B2,envelope,ˈɛnvələʊp
2865,B2,equivalent,ɪˈkwɪvələnt
2866,B2,era,ˈɪərə
2867,B2,estate,ɪsˈteɪt
2868,B2,ethic,ˈɛθɪk
2869,B2,evaluation,ɪˌvæljʊˈeɪʃən
2870,B2,evil,ˈiːvl
2871,B2,evolution,ˌiːvəˈluːʃən
2872,B2,examination,ɪgˌzæmɪˈneɪʃən
2873,B2,exception,ɪkˈsɛpʃən
2874,B2,executive,ɪgˈzɛkjʊtɪv
2875,B2,existence,ɪgˈzɪstəns
2876,B2,exit,ˈɛksɪt
2877,B2,expansion,ɪksˈpænʃən
2878,B2,expectation,ˌɛkspɛkˈteɪʃən
2879,B2,expense,ɪksˈpɛns
2880,B2,expertise,ˌɛkspɜːˈtiːz
2881,B2,exploration,ˌɛksplɔːˈreɪʃən
2882,B2,exposure,ɪksˈpəʊʒə
2883,B2,extension,ɪksˈtɛnʃən
2884,B2,extent,ɪksˈtɛnt
2885,B2,extract,ˈɛkstrækt / ɪksˈtrækt
2886,B2,fabric,ˈfæbrɪk
2887,B2,facility,fəˈsɪlɪti
2888,B2,failure,ˈfeɪljə
2889,B2,faith,feɪθ
2890,B2,fame,feɪm
2891,B2,fantasy,ˈfæntəsi
2892,B2,fare,feə
2893,B2,fault,fɔːlt
2894,B2,feather,ˈfɛðə
2895,B2,fee,fiː
2896,B2,feedback,ˈfiːdbæk
2897,B2,fever,ˈfiːvə
2898,B2,finding,ˈfaɪndɪŋ
2899,B2,firefighter,ˈfaɪəˌfaɪtə
2900,B2,firework,ˈfaɪəwɜːk
2901,B2,firm,fɜːm
2902,B2,flame,fleɪm
2903,B2,flavour,ˈfleɪvə
2904,B2,fool,fuːl
2905,B2,format,ˈfɔːmæt
2906,B2,formation,fɔːˈmeɪʃən
2907,B2,fortune,ˈfɔːʧən
2908,B2,forum,ˈfɔːrəm
2909,B2,fossil,ˈfɒsl
2910,B2,foundation,faʊnˈdeɪʃən
2911,B2,founder,ˈfaʊndə
2912,B2,fraction,ˈfrækʃən
2913,B2,fragment,ˈfrægmənt
2914,B2,framework,ˈfreɪmwɜːk
2915,B2,fraud,frɔːd
2916,B2,freedom,ˈfriːdəm
2917,B2,frequency,ˈfriːkwənsi
2918,B2,funding,ˈfʌndɪŋ
2919,B2,gaming,ˈgeɪmɪŋ
2920,B2,gang,gæŋ
2921,B2,gender,ˈʤɛndə
2922,B2,gene,ʤiːn
2923,B2,genius,ˈʤiːniəs
2924,B2,genre,ˈ(d)ʒɑːŋrə
2925,B2,gesture,ˈʤɛsʧə
2926,B2,gig,gɪg
2927,B2,globalization,ˌgləʊb(ə)laɪˈzeɪʃ(ə)n
2928,B2,globe,ˈgləʊb
2929,B2,goodness,ˈgʊdnɪs
2930,B2,governor,ˈgʌvənə
2931,B2,graphics,ˈgræfɪks
2932,B2,greenhouse,ˈgriːnhaʊs
2933,B2,grocery,ˈgrəʊsəri
2934,B2,guideline,ˈgaɪdlaɪn
2935,B2,habitat,ˈhæbɪtæt
2936,B2,harbour,ˈhɑːbə
2937,B2,headquarters,ˈhɛdˈkwɔːtəz
2938,B2,healthcare,ˈhɛlθkeə
2939,B2,hearing,ˈhɪərɪŋ
2940,B2,heaven,ˈhɛvn
2941,B2,heel,hiːl
2942,B2,hell,hɛl
2943,B2,helmet,ˈhɛlmɪt
2944,B2,herb,hɜːb
2945,B2,highway,ˈhaɪweɪ
2946,B2,hip,hɪp / hɪp
2947,B2,historian,hɪsˈtɔːrɪən
2948,B2,honesty,ˈɒnɪsti
2949,B2,hook,hʊk
2950,B2,household,ˈhaʊshəʊld
2951,B2,housing,ˈhaʊzɪŋ
2952,B2,humour,ˈhjuːmə
2953,B2,hunger,ˈhʌŋgə
2954,B2,hunting,ˈhʌntɪŋ
2955,B2,hypothesis,haɪˈpɒθɪsɪs
2956,B2,icon,ˈaɪkɒn
2957,B2,illusion,ɪˈluːʒən
2958,B2,illustration,ˌɪləsˈtreɪʃən
2959,B2,imagination,ɪˌmæʤɪˈneɪʃən
2960,B2,immigration,ˌɪmɪˈgreɪʃən
2961,B2,implication,ˌɪmplɪˈkeɪʃən
2962,B2,incentive,ɪnˈsɛntɪv
2963,B2,inch,ɪnʧ
2964,B2,incident,ˈɪnsɪdənt
2965,B2,income,ˈɪnkʌm
2966,B2,independence,ˌɪndɪˈpɛndəns
2967,B2,index,ˈɪndɛks
2968,B2,indication,ˌɪndɪˈkeɪʃən
2969,B2,infection,ɪnˈfɛkʃən
